"appid","name","owners","owners_variance","players_forever","players_forever_variance","players_2weeks","players_2weeks_variance","average_forever","average_2weeks","median_forever","median_2weeks","price"
495580,"Divided We Fall",1923,1133,1923,1133,521,721,293,3,380,3,649
368680,"Super Mutant Alien Assault",2098,1183,1923,1133,0,0,174,0,171,0,499
460230,"Starters Orders 6",1923,1133,1923,1133,531,1039,1781,276,1819,276,3999
384930,"Pilot Crusader",39341,5125,1858,1373,531,1039,2758,2,1701,2,0
346670,"Sky Battles",11015,2712,1858,1373,0,0,3,0,6,0,699
385060,"The Last Warlock",5945,1992,1858,1373,0,0,93,0,104,0,599
359450,"In Space We Brawl",2798,1366,1858,1373,0,0,121,0,122,0,224
497270,"MIGHT",5420,1902,1858,1373,531,1039,40,43,25,43,499
421610,"XBlaze Code: Embryo",2098,1183,1858,1373,0,0,861,0,1446,0,799
438340,"Drizzlepath: Genie",2098,1183,1858,1373,0,0,174,0,246,0,399
393750,"PÂ·OÂ·LÂ·LÂ·EÂ·N",2798,1366,1858,1373,0,0,144,0,158,0,2299
416380,"The Hurricane of the Varstray -Collateral hazard-",2798,1366,1858,1373,0,0,37,0,39,0,699
346090,"I Can't Escape: Darkness",2273,1232,1858,1373,531,1039,82,7,76,7,407
431770,"Rivalry",1858,1373,1858,1373,531,1039,184,1,186,1,299
421890,"Avaris 2",1858,1373,1858,1373,0,0,66,0,68,0,799
409320,"Syndrome",1923,1133,1858,1373,0,0,245,0,267,0,1724
349190,"Soul Locus",2123,1468,1858,1373,0,0,278,0,373,0,999
50910,"PF and the Molten Mystery",1858,1373,1858,1373,0,0,151,0,81,0,349
356800,"Choice of the Petal Throne",1858,1373,1858,1373,0,0,649,0,662,0,299
316950,"War Operations",14163,3075,1825,1349,0,0,23,0,17,0,99
375760,"Volstead",16436,3313,1825,1349,0,0,3,0,2,0,299
12570,"Hot Dish",9092,2464,1825,1349,0,0,193,0,265,0,999
328930,"Fleet Defender: The F-14 Tomcat Simulation",8393,2367,1825,1349,0,0,24,0,32,0,174
397440,"Lost Legends: The Weeping Woman Collector's Edition",8218,2342,1825,1349,521,721,216,216,236,216,509
478000,"Qantas VR",3322,1489,1825,1349,1825,1349,144,144,22,22,0
405670,"Combat Core",1923,1133,1825,1349,531,1039,38,33,57,33,1439
386930,"Dragonflight",2086,1442,1825,1349,0,0,57,0,48,0,1599
509360,"TRESPASS - Episode 1",1825,1349,1825,1349,0,0,58,0,70,0,959
520610,"Drive on Moscow",2086,1442,1825,1349,1043,1020,664,945,358,1275,999
443970,"S2ENGINE HD",1825,1349,1825,1349,0,0,56,0,84,0,1599
29590,"Lineage II: The Chaotic Throne",2273,1232,1825,1349,0,0,99,0,109,0,0
387280,"Inferno 2",2972,1408,1825,1349,0,0,228,0,178,0,499
521890,"Hello Neighbor",1923,1133,1825,1349,1537,1737,218,113,121,159,0
358200,"Math Rescue",55951,6112,1748,1080,0,0,35,0,40,0,499
358240,"Monuments of Mars",52104,5898,1748,1080,0,0,74,0,127,0,0
390160,"Crookz - The Short Movie",41614,5271,1748,1080,0,0,1,0,1,0,0
397670,"Run Run And Die",29724,4455,1748,1080,0,0,3412,0,6815,0,399
371880,"Collider",17135,3382,1748,1080,0,0,8,0,12,0,401
431370,"Diorama No.3 : The Marchland",18883,3551,1748,1080,0,0,9,0,10,0,499
356580,"Aerannis",16785,3348,1748,1080,0,0,192,0,298,0,124
360750,"StarFence",18883,3551,1748,1080,0,0,1397,0,36,0,499
511360,"UNCORPOREAL - Holographic Photography Demo",17660,3434,1748,1080,531,1039,4,4,5,4,0
367700,"SHOFER Race Driver",12939,2939,1748,1080,0,0,6,0,7,0,1199
346800,"Damnation City of Death",13813,3037,1748,1080,0,0,28,0,33,0,999
521330,"Tuebor",12764,2919,1748,1080,512,1003,15,6,21,6,0
416800,"Cluck Yegger in Escape From The Planet of the Poultroid",11540,2776,1748,1080,0,0,33,0,46,0,299
356160,"The Emptiness Deluxe Edition",10141,2602,1748,1080,512,1003,178,395,169,395,99
207710,"Bumbledore",9617,2534,1748,1080,0,0,75,0,94,0,124
442700,"MaximumVR Demo",8218,2342,1748,1080,512,1003,5,4,5,4,0
276300,"My Riding Stables",6469,2078,1748,1080,0,0,463,0,248,0,399
534690,"Pixvana SPIN Technology Preview",8568,2392,1748,1080,531,1039,4,1,6,1,0
27200,"Summer Athletics",8568,2392,1748,1080,0,0,340,0,472,0,1899
318740,"The Princess and The Frog",5245,1871,1748,1080,0,0,283,0,395,0,499
366860,"Spy Bugs",8393,2367,1748,1080,0,0,21,0,39,0,999
329680,"Task Force 1942: Surface Naval Action in the South Pacific",7693,2266,1748,1080,531,1039,75,3,99,3,97
381140,"Cruel Arena",8742,2416,1748,1080,0,0,36,0,45,0,49
288650,"HTR+ Slot Car Simulation",7693,2266,1748,1080,531,1039,23,1,35,1,209
448020,"Share",4896,1808,1748,1080,531,1039,103,41,138,41,49
342990,"15 Days",8568,2392,1748,1080,0,0,1532,0,218,0,249
288970,"Dark Lore Mysteries: The Hunt For Truth",8742,2416,1748,1080,0,0,124,0,140,0,124
434890,"Eight Mini Racers",6120,2021,1748,1080,0,0,6,0,9,0,49
37330,"NightShift Legacy",4546,1742,1748,1080,531,1039,752,9,395,9,599
278510,"JUDGEMENT SILVERSWORD -Resurrection-",2972,1408,1748,1080,0,0,30,0,33,0,299
467090,"A Game of Changes",6294,2050,1748,1080,1049,837,80,31,112,55,269
353580,"Rad Rodgers",2623,1323,1748,1080,1049,837,207,215,93,307,1019
38010,"Mahjong Quest 2",4546,1742,1748,1080,0,0,404,0,558,0,999
536210,"Please State Your Name : A VR Animated Film",5071,1840,1748,1080,1748,1080,7,7,8,8,0
502740,"50 years",4021,1638,1748,1080,874,764,167,195,171,204,399
349690,"ARMED SEVEN",3847,1602,1748,1080,0,0,37,0,20,0,249
457380,"STORM VR",2273,1232,1748,1080,1025,1418,30,31,45,52,99
430290,"Shmups Skill Test",2623,1323,1748,1080,531,1039,84,1,67,1,399
454780,"Atriage",3147,1449,1748,1080,0,0,296,0,314,0,999
359940,"Shadows Peak",3147,1449,1748,1080,0,0,80,0,107,0,679
375310,"Mighty Switch Force! Hose It Down!",3497,1528,1748,1080,0,0,87,0,93,0,200
224360,"Ice Age: Continental Drift: Arctic Games",4721,1775,1748,1080,0,0,126,0,169,0,0
370080,"Breezeblox",4546,1742,1748,1080,0,0,203,0,210,0,299
420300,"The Admin",3847,1602,1748,1080,1592,1800,182,166,240,232,799
12630,"Legend: Hand of God",2623,1323,1748,1080,0,0,605,0,540,0,999
360890,"The Lost Valley",2972,1408,1748,1080,0,0,24,0,31,0,249
321540,"MODO indie",2098,1183,1748,1080,1062,1470,5670,212,6180,311,1499
357940,"Telepath Tactics",2623,1323,1748,1080,0,0,168,0,208,0,749
447960,"XCavalypse",2972,1408,1748,1080,531,1039,75,7,93,7,299
417060,"UnSummoning: the Spectral Horde",2623,1323,1748,1080,0,0,194,0,213,0,399
393390,"Cat Simulator",3672,1565,1748,1080,874,764,3,2,4,3,499
378420,"Jurassic Island: The Dinosaur Zoo",2448,1278,1748,1080,0,0,45,0,54,0,299
465660,"Franchise Hockey Manager 3",1923,1133,1748,1080,1748,1080,3728,2852,6196,4713,3699
433000,"Lost Lands: The Golden Curse",2448,1278,1748,1080,512,1003,534,241,649,241,699
397160,"Aurora Dusk: Steam Age",2098,1183,1748,1080,0,0,409,0,401,0,799
504750,"Lew Pulsipher's Doomstar",2972,1408,1748,1080,0,0,154,0,157,0,699
431460,"Midnight",4371,1708,1748,1080,0,0,207,0,247,0,89
361930,"Farm Frenzy: Hurricane Season",2798,1366,1748,1080,512,1003,233,19,302,19,139
438130,"Root Double -Before Crime * After Days- Xtend Edition",2273,1232,1748,1080,0,0,520,0,392,0,1599
506500,"Party Panic",2098,1183,1748,1080,521,721,98,46,139,46,1274
294280,"Scooby-Doo! & Looney Tunes Cartoon Universe: Adventure",3322,1489,1748,1080,1062,1470,246,8,359,15,499
337970,"Wildlife Park - Wild Creatures",3322,1489,1748,1080,0,0,135,0,64,0,401
444880,"Death Stair",2273,1232,1748,1080,521,721,50,17,59,17,249
38190,"Romance of Rome",2273,1232,1748,1080,0,0,328,0,388,0,999
414260,"Ironclads 2: American Civil War",2448,1278,1748,1080,531,1039,77,7,58,7,249
393820,"At the Mountains of Madness",2098,1183,1748,1080,531,1039,262,382,311,382,1999
312240,"SEAL Team 12",2098,1183,1748,1080,0,0,125,0,134,0,98
10630,"Football Manager Live",3672,1565,1748,1080,0,0,3235,0,4675,0,0
465490,"Stellar Tactics",2448,1278,1748,1080,699,683,426,181,580,263,1999
335850,"After Reset RPG",2623,1323,1748,1080,0,0,106,0,80,0,4599
485590,"Citadel",2798,1366,1748,1080,521,721,127,63,173,63,299
393610,"ROOT",2273,1232,1748,1080,0,0,43,0,40,0,199
291090,"I Get This Call Every Day",2798,1366,1748,1080,1224,904,158,215,202,269,149
485740,"Color Syndrome",3322,1489,1748,1080,796,899,188,183,244,185,299
452440,"Flowers -Le volume sur printemps-",2273,1232,1748,1080,782,883,360,13,338,16,1599
498050,"Mystery Of Rivenhallows",2273,1232,1748,1080,531,1039,132,2,151,2,199
518620,"Ballistick",3672,1565,1748,1080,1062,1038,155,139,165,155,249
338890,"Harold",2273,1232,1748,1080,0,0,101,0,124,0,999
467900,"SWORDY",2098,1183,1748,1080,531,1039,53,17,66,17,1349
522990,"Spell Casting: Meowgically Enhanced Edition",2448,1278,1748,1080,0,0,191,0,219,0,449
337730,"Battletank LOBA",2972,1408,1748,1080,0,0,68,0,77,0,249
449420,"Mini's Magic World",2273,1232,1748,1080,0,0,274,0,300,0,349
350600,"BIOS",1923,1133,1748,1080,0,0,77,0,97,0,749
371280,"Rolling Shapes",2448,1278,1748,1080,0,0,155,0,178,0,49
363550,"Kenney Game Assets",1923,1133,1748,1080,531,1039,839,1,192,1,999
381050,"The Ritual on Weylyn Island",2098,1183,1748,1080,0,0,107,0,134,0,499
467430,"Farming 6-in-1 bundle",3147,1449,1748,1080,0,0,318,0,344,0,299
439460,"Ships 2017",2273,1232,1748,1080,699,683,175,76,241,77,1124
395600,"Armor Clash",1923,1133,1748,1080,1025,1418,157,76,169,125,699
428340,"Marmoset Hexels 2",1748,1080,1748,1080,796,899,485,194,275,293,2880
435480,"Trials of the Blood Dragon",2623,1323,1748,1080,531,1039,131,105,178,105,749
375190,"VROOM: Aerie",1748,1080,1748,1080,0,0,20,0,29,0,599
432950,"Orange Moon",2448,1278,1748,1080,0,0,223,0,258,0,599
37920,"Family Feud",2448,1278,1748,1080,0,0,178,0,62,0,0
534960,"Measurement Problem",2972,1408,1748,1080,1049,837,174,132,203,141,599
365440,"Platfinity",2273,1232,1748,1080,0,0,129,0,149,0,669
391250,"Alien Robot Monsters",2098,1183,1748,1080,512,1003,439,1,603,1,299
428110,"Save Halloween: City of Witches",2273,1232,1748,1080,512,1003,527,256,561,256,349
501430,"Blue Solar: Chaos War",1923,1133,1748,1080,0,0,212,0,277,0,399
298360,"Immortal Defense",1923,1133,1748,1080,0,0,405,0,558,0,269
27600,"MEVO & the Grooveriders",1923,1133,1748,1080,0,0,402,0,443,0,999
460780,"Avadon 3: The Warborn",2273,1232,1748,1080,521,721,9108,442,8794,442,1699
387090,"Revolution : Virtual Playspace",2098,1183,1748,1080,0,0,588,0,223,0,1999
322950,"Pure Hold'em",2273,1232,1748,1080,531,1039,488,2,507,2,999
268710,"Zero Point",1748,1080,1748,1080,0,0,46,0,51,0,0
342100,"Sym",2623,1323,1748,1080,0,0,129,0,147,0,174
487770,"Hoops VR",2273,1232,1748,1080,512,1003,83,9,111,9,279
489600,"The Golf Club VR",1748,1080,1748,1080,699,683,79,20,92,29,2299
279420,"Gardens Inc.  From Rakes to Riches",2448,1278,1748,1080,531,1039,1530,2,2192,2,999
323700,"Poltergeist: A Pixelated Horror",2273,1232,1748,1080,0,0,183,0,225,0,319
333390,"Tales of Aravorn: Seasons Of The Wolf",2098,1183,1748,1080,0,0,738,0,1167,0,1540
530120,"VR The Diner Duo",1923,1133,1748,1080,1399,966,60,60,70,80,1299
303830,"Motorcycle Club",2798,1366,1748,1080,0,0,45,0,61,0,199
499610,"Copter and Sky",2098,1183,1748,1080,0,0,36,0,52,0,99
287900,"Pro Pinball Ultra",1748,1080,1748,1080,521,721,316,26,370,26,1499
503960,"Will of the Gods",2448,1278,1748,1080,521,721,46,13,33,13,104
503830,"The Life Of Greather",2448,1278,1748,1080,2346,1529,214,170,246,234,199
310690,"Driving Test Success: UK Hazard Perception 2014/15",2448,1278,1748,1080,0,0,160,0,197,0,0
427480,"FritzChess 15",1923,1133,1748,1080,531,1039,1462,4864,2593,4864,2999
540640,"Tales of the Elements FC",2448,1278,1748,1080,1399,966,143,156,158,159,349
376120,"Assault CorpsII",2273,1232,1748,1080,0,0,26,0,39,0,299
391000,"Farm Frenzy Collection",1923,1133,1748,1080,1537,1737,1005,180,1292,265,999
447170,"Destiny's Princess: A War Story, A Love Story",2098,1183,1748,1080,531,1039,243,32,64,32,527
307740,"Driving Test Success: UK Theory 2014/15",2273,1232,1748,1080,0,0,278,0,249,0,0
487330,"Totally Unbalanced",1923,1133,1748,1080,512,1003,183,5,191,5,159
501190,"Axis Football 2016",1748,1080,1748,1080,0,0,154,0,115,0,1799
339010,"Rising World Dedicated Server",98614,8114,1593,1271,0,0,110,0,7,0,0
401420,"Match 3 Revolution",24828,4071,1593,1271,0,0,1742,0,44,0,399
341640,"Relativity Wars - A Science Space RTS",13288,2978,1593,1271,0,0,6224,0,12392,0,699
380560,"Spandex Force: Champion Rising",11890,2817,1593,1271,531,1039,6275,4544,11846,4544,299
346920,"Undead Shadows",11190,2733,1593,1271,0,0,4083,0,6121,0,199
262100,"Trench Run",12764,2919,1593,1271,0,0,44,0,44,0,399
483260,"Rover The Dragonslayer",8568,2392,1593,1271,0,0,2,0,3,0,59
302570,"Dangerous",7344,2214,1593,1800,0,0,39,0,56,0,1999
448880,"Spells 'n' Stuff",4721,1775,1593,1271,0,0,4,0,4,0,0
433750,"The Grandfather",7344,2214,1593,1271,531,1039,17,1,23,1,149
301730,"300 Dwarves",5071,1840,1593,1271,0,0,239,0,352,0,69
448540,"TERROR LAB",4371,1708,1593,1271,0,0,18,0,22,0,119
389470,"Call of Cthulhu: Shadow of the Comet",2798,1366,1593,1271,0,0,167,0,251,0,299
458290,"Space Bit Attack",2273,1232,1593,1271,0,0,13,0,19,0,174
344890,"Planetary Prospectors: A.R.M. (Asteroid Resource Mining)",4721,1775,1593,1271,0,0,50,0,51,0,499
398400,"Ð‘ÐµÐ·ÑƒÐ¼Ð½Ñ‹Ð¹ ÐœÐ°ÐºÑ: Ð”Ð¾Ñ€Ð¾Ð³Ð° ÑÑ€Ð¾ÑÑ‚Ð¸",1923,1133,1593,1271,0,0,78,0,89,0,0
264400,"Jacob Jones and the Bigfoot Mystery : Episode 1",2273,1232,1593,1271,0,0,109,0,163,0,499
416190,"Vehicle Simulator",1858,1373,1593,1271,0,0,382,0,557,0,1999
445420,"Aselia the Eternal -The Spirit of Eternity Sword-",2124,2079,1593,1800,531,1039,646,1,969,1,1049
409410,"Clumsy Moose Season",3322,1489,1593,1271,0,0,40,0,46,0,259
406350,"KartKraft",1593,1271,1593,1271,531,1039,1055,1,1518,1,0
513770,"Click Space Miner",1564,1249,1593,1800,0,0,9,0,13,0,99
461950,"Beat Cop",1062,1038,1593,1800,0,0,57,0,67,0,0
346300,"Containment Protocol",1043,1020,1593,1800,0,0,20,0,30,0,249
384040,"Impulse Revolution",1062,1038,1593,1800,0,0,11,0,15,0,349
504710,"Music Maker 2017 Steam Edition",1593,1800,1593,1800,531,1039,15,7,20,7,5999
436000,"Lovely Planet Arcade",2273,1232,1593,1271,0,0,57,0,77,0,299
367060,"Helena The 3rd",9267,2487,1592,1800,0,0,42,0,60,0,99
428260,"The Book of Desires",8568,2392,1592,1800,531,1039,90,126,133,126,174
357910,"QuestEvent",9617,2534,1592,1800,0,0,7036,0,10507,0,299
365760,"Vektor Wars",7693,2266,1592,1800,0,0,28,0,40,0,279
458330,"Vilmonic",2623,1323,1592,1800,0,0,17,0,25,0,999
448820,"Planet in the Shadows",3147,1449,1592,1800,0,0,17,0,26,0,227
525350,"Thick Air",1327,1161,1592,1800,531,1039,10,10,13,10,499
432370,"Sethian",1327,1161,1592,1800,1592,1800,94,94,141,141,499
358390,"Stargunner",65568,6616,1574,1025,0,0,53,0,77,0,0
345920,"The Note",70463,6859,1574,1025,0,0,27,0,49,0,599
366700,"Breakout Invaders",25877,4157,1574,1025,0,0,32,0,18,0,399
366270,"SHOCK TROOPERS",21681,3805,1574,1025,0,0,28,0,29,0,399
327920,"BloodNet",17485,3417,1574,1025,0,0,2889,0,4318,0,174
364670,"Skyflower",19233,3583,1574,1025,0,0,20,0,36,0,299
327940,"DragonSphere",15387,3205,1574,1025,0,0,3177,0,6327,0,174
326650,"The Legend of Candlewind",17485,3417,1574,1025,0,0,9,0,12,0,149
382250,"Lightrise",13114,2959,1574,1025,0,0,1175,0,2258,0,99
342630,"Witch's Pranks: Frog's Fortune Collector's Edition",14687,3131,1574,1025,0,0,686,0,1132,0,244
485950,"Rise of the Ancients",16610,3330,1574,1025,0,0,8,0,12,0,79
282740,"Organic Panic",11890,2817,1574,1025,531,1039,76,49,104,49,0
394140,"Sound Shift",12939,2939,1574,1025,531,734,60,100,71,100,0
321600,"The Flying Dutchman",9791,2557,1574,1025,0,0,28,0,43,0,124
503010,"Legends of Azulgar",12239,2858,1574,1025,0,0,12,0,16,0,0
372380,"Warriors & Castles",9791,2557,1574,1025,0,0,22,0,23,0,299
385220,"Pulut Adventure",12589,2899,1574,1025,0,0,1655,0,34,0,199
24700,"Warhammer Online: Age of Reckoning",9617,2534,1574,1025,0,0,474,0,319,0,0
314300,"CubeZ",9267,2487,1574,1025,0,0,12,0,14,0,799
353940,"Aces of the Luftwaffe",10841,2690,1574,1025,0,0,61,0,79,0,499
509190,"Rollout",9092,2464,1574,1025,531,1039,12,3,11,3,0
331970,"Treasure Planet Battle at Procyon",5420,1902,1574,1025,0,0,351,0,400,0,249
230760,"DIVO",10141,2602,1574,1025,0,0,7,0,9,0,499
375320,"Colortone",5770,1963,1574,1025,0,0,37,0,26,0,499
314370,"boxlife",9442,2511,1574,1025,531,1039,30,55,38,55,49
388270,"Baseball Mogul 2015",10141,2602,1574,1025,531,1039,510,247,769,247,999
34640,"Massive Assault: Phantom Renaissance",4021,1638,1574,1025,0,0,188,0,302,0,299
300900,"Hippocampal: The White Sofa",5770,1963,1574,1025,0,0,102,0,83,0,124
383950,"League of Mermaids",9617,2534,1574,1025,0,0,277,0,312,0,139
299020,"Runaway Express Mystery",9092,2464,1574,1025,531,1039,229,236,311,236,279
510790,"The Sun Will Rise",8742,2416,1574,1025,531,1039,70,411,107,411,0
365150,"Go Home - Rage incoming",6819,2134,1574,1025,0,0,3300,0,6554,0,499
409490,"Rogue Harvest",9092,2464,1574,1025,0,0,45,0,60,0,499
327520,"Traverser",5245,1871,1574,1025,0,0,630,0,910,0,299
362780,"18 Wheels of Steel: Extreme Trucker 2",6994,2161,1574,1025,512,1003,152,11,193,11,249
404080,"Murder",4896,1808,1574,1025,0,0,20,0,27,0,59
496840,"XunYouInt迅游国际网游加速器",7518,2240,1574,1025,0,0,48,0,48,0,0
331750,"WALL E",5071,1840,1574,1025,0,0,292,0,476,0,499
281260,"Desert Gunner",6994,2161,1574,1025,0,0,17,0,20,0,124
355350,"Reign of Bullets",4896,1808,1574,1025,531,1039,140,21,174,21,649
37230,"Diaper Dash",4196,1674,1574,1025,0,0,274,0,382,0,899
331160,"Cars",4896,1808,1574,1025,0,0,149,0,201,0,499
298020,"Escape The Museum",6644,2106,1574,1025,0,0,278,0,355,0,124
550820,"Kitten Cannon",5595,1933,1574,1025,782,883,8,19,5,36,0
407380,"Strania - The Stella Machina -",2448,1278,1574,1025,531,1039,58,1,71,1,1499
18100,"Shattered Horizon: Arconauts",4721,1775,1574,1025,0,0,19,0,12,0,0
531540,"Hidden Dimensions 3",6819,2134,1574,1025,531,1039,272,408,485,408,0
443380,"Tokyo Babel",2098,1183,1574,1025,0,0,580,0,378,0,1759
342920,"Toto Temple Deluxe",4021,1638,1574,1025,0,0,41,0,54,0,339
544590,"Death Dojo",5245,1871,1574,1025,1574,1025,50,49,90,90,0
378630,"Shadows on the Vatican - Act II: Wrath",4196,1674,1574,1025,0,0,560,0,807,0,203
348450,"Lex Mortis",5595,1933,1574,1025,0,0,90,0,120,0,299
322630,"Mind Zero",1923,1133,1574,1025,531,1039,74,19,98,19,799
388370,"Nova Blitz",6644,2106,1574,1025,1062,1038,353,83,105,144,0
12550,"Are You Smarter than a 5th Grader",2273,1232,1574,1025,0,0,901,0,1757,0,0
380000,"MiniOne Racing",2448,1278,1574,1025,0,0,227,0,286,0,174
288790,"White Haven Mysteries",5245,1871,1574,1025,0,0,245,0,296,0,124
368800,"Apocalypse: Party's Over",2623,1323,1574,1025,699,683,488,187,261,207,499
353340,"Dungeon Highway",2273,1232,1574,1025,512,1003,85,1,86,1,399
411610,"Tick's Tales",4371,1708,1574,1025,531,1039,251,8,264,8,399
36900,"Angle of Attack",3147,1449,1574,1025,0,0,13,0,19,0,999
41680,"Death and the Fly",2798,1366,1574,1025,0,0,32,0,48,0,499
420100,"CLANNAD Side Stories",3322,1489,1574,1025,531,1039,81,4,120,4,999
462130,"Momentum",3672,1565,1574,1025,521,721,191,70,213,70,749
243300,"Centration",2273,1232,1574,1025,0,0,19,0,33,0,0
391440,"XenoBloom",1748,1080,1574,1025,0,0,99,0,98,0,499
516590,"CyberThreat",1923,1133,1574,1025,531,1039,50,10,48,10,989
422980,"Super Robot Jump Jump",2623,1323,1574,1025,531,1039,341,331,362,331,249
480690,"Inbound",2798,1366,1574,1025,0,0,18,0,22,0,974
415950,"Yohjo Simulator",2448,1278,1574,1025,0,0,17,0,25,0,199
453810,"Blasting Agent: Ultimate Edition",2273,1232,1574,1025,0,0,172,0,224,0,149
245350,"Metro Last Light JP",2098,1183,1574,1025,0,0,933,0,1270,0,0
431810,"Rencounter",2972,1408,1574,1025,512,1003,152,121,200,121,599
342450,"Sword Daughter",2448,1278,1574,1025,0,0,154,0,203,0,279
410910,"Deathless: The City's Thirst",2623,1323,1574,1025,512,1003,324,2,379,2,299
449690,"Fatal Fight",2623,1323,1574,1025,0,0,96,0,149,0,299
468310,"She Wants Me Dead",2972,1408,1574,1025,1224,904,108,127,139,152,239
345480,"Lumo",1748,1080,1574,1025,796,899,171,225,204,230,899
389050,"Pocket Rumble",1748,1080,1574,1025,0,0,147,0,192,0,999
545230,"Professor Nasty Time: The Stupidly Unfair Test Simulator 2016",2273,1232,1574,1025,521,721,206,218,230,218,299
31300,"Tunnel Rats 1968",2448,1278,1574,1025,0,0,11,0,6,0,1899
21920,"Wheelman",2798,1366,1574,1025,0,0,721,0,1022,0,0
411690,"VROOM: Galleon",1748,1080,1574,1025,0,0,100,0,165,0,899
443980,"Burokku Girls",2273,1232,1574,1025,0,0,350,0,139,0,674
511140,"New York Mysteries: The Lantern of Souls",1923,1133,1574,1025,512,1003,465,250,561,250,699
434240,"Alien Blitz",2798,1366,1574,1025,531,1039,193,186,208,186,279
453290,"Awareness Rooms",2098,1183,1574,1025,0,0,73,0,85,0,399
369570,"Spectra",2273,1232,1574,1025,0,0,48,0,31,0,749
346650,"Break the Cube",3847,1602,1574,1025,0,0,2,0,3,0,99
36160,"Westward 2",3147,1449,1574,1025,0,0,543,0,495,0,1399
477910,"Wanderer of Teandria",2273,1232,1574,1025,0,0,350,0,382,0,349
365870,"Below Kryll",2623,1323,1574,1025,1025,1418,220,10,301,16,499
492370,"Affairs of the Court: Choice of Romance",1748,1080,1574,1025,0,0,240,0,330,0,449
23130,"Mole Control",2098,1183,1574,1025,0,0,10194,0,20341,0,0
338040,"Bears Can't Drift!?",1748,1080,1574,1025,0,0,77,0,121,0,999
423440,"Choice of Kung Fu",1923,1133,1574,1025,0,0,167,0,218,0,299
487580,"Ludo Supremo",3147,1449,1574,1025,1574,1025,136,136,175,175,299
50970,"Mystery Case Files: Madame Fate ",2098,1183,1574,1025,0,0,755,0,982,0,349
488890,"GentleMoon 2",2098,1183,1574,1025,531,1039,168,120,186,120,299
449760,"Tenrow",2972,1408,1574,1025,512,1003,117,60,160,60,74
407600,"Raiden Legacy",1574,1025,1574,1025,0,0,161,0,230,0,999
279070,"9th Dawn II",2098,1183,1574,1025,525,591,174,206,227,206,399
478950,"V ARRR",2098,1183,1574,1025,0,0,38,0,46,0,749
443860,"Riptide GP: Renegade",1748,1080,1574,1025,1025,1418,263,68,409,136,699
498040,"The Hidden Dragon",2448,1278,1574,1025,0,0,151,0,181,0,199
340250,"Crystal Towers 2",4021,1638,1574,1025,782,883,349,254,376,331,479
